MESSAGE,WHO,WHAT,WHEN,WHERE,WHY,HOW,HOW MUCH
"['@bitbier Did you guys meet the timeout problem, when I running my workflow with this REST client, I found there is something weird, each index operation there will be a request to perform set the timeout, but sometimes it\'s failed, which will caused the workflow index failed then the status of the whole workflow will not synced to ES, please help to take a look, anybody can give suggestion on this problem?You can see below debug log, the workflow failed index to ES seems caused by the ?timeout=1m] failed, I\'m just wonder do we need config the timeout from the REST Client config part like:RestClientBuilder builder = RestClient.builder(new HttpHost(""localhost"", 9200)).setRequestConfigCallback(new RestClientBuilder.RequestConfigCallback() { @Override public RequestConfig.Builder customizeRequestConfig(RequestConfig.Builder requestConfigBuilder) {return requestConfigBuilder.setConnectTimeout(5000).setSocketTimeout(60000);}}).setMaxRetryTimeoutMillis(60000);**Debug log:**2343004 [pool-2-thread-1] DEBUG 2018-11-12 16:29:30,554 org.elasticsearch.client.RestClient\xa0 - request [PUT https://vpc-listing-workflow-es-dev-34omml7hqotv3uwxuyovolawgm.ap-northeast-2.es.amazonaws.com/conductor/workflow/c7b33834-d04c-4454-a870-0d212fbecb17?timeout=1m] failed2343004 [http-bio-8080-exec-8] DEBUG 2018-11-12 16:29:30,554 com.netflix.conductor.common.utils.RetryUtil\xa0 - Attempt # 1, 1 millis sincefirst attempt. Operation: indexWithRetry, description:Indexing workflow: c7b33834-d04c-4454-a870-0d212fbecb172343158 [pool-2-thread-1] DEBUG 2018-11-12 16:29:30,708 org.elasticsearch.client.RestClient\xa0 - request [PUT https://vpc-listing-workflow-es-dev-34omml7hqotv3uwxuyovolawgm.ap-northeast-2.es.amazonaws.com/conductor/workflow/c7b33834-d04c-4454-a870-0d212fbecb17?] failed2343158 [http-bio-8080-exec-36] DEBUG 2018-11-12 16:29:30,708 com.netflix.conductor.common.utils.RetryUtil\xa0 - Attempt # 3, 6870 millis since first attempt. Operation: indexWithRetry, description:Indexing workflow: c7b33834-d04c-4454-a870-0d212fbecb17']",0.06941221627104523,0.8090495462333669,0,0,0.056525342588781495,0.0573582438180276,0
['Can you please close this PR as well? #478'],0.20030176992078577,0.09257810614539999,0.530343404094326,0.11562236183176394,0,0,0
"['Hi @davidwadden can you run conductor + dynomite + elasticsearch using docker-compose with the configurations that you provide in this PR? I lost some time trying to run conductor + dynomite + elasticsearch in my machine using the docker-compose after making some changes to it but conductor is much more slower than when I run it without dynomite and elasticsearch in different containers, as I mentioned here: #839.\\r\\n\\r\\nYou just need to apply these changes to run everything correctly or have you done other changes?\\r\\n\\r\\nThanks!']",0.1534602351365977,0.7108175233563244,0,0.001518788957766685,0,0.13349548792868654,0
['@cyzhao Since ES transport client is deprecated in future releases : https://www.elastic.co/guide/en/elasticsearch/client/java-api/master/transport-client.html Is there any plans of merging this / completing this PR ? @davidwadden are you still working on the changes ?'],0.98669393390448,0.008552351539403341,0.000193663779075679,0,0.004400047247708528,0,0
['@cyzhao how can I fix the coverage error?'],2.462124408500521e-06,0,0,0,0,0.9999907469518097,0
[],0,0.12845212656210414,0,0,0,0,0
['Do you have an example of the configuration and redis deployment you would use with this?'],0,8.687762836289985e-05,0,0.9977911654732093,0,0.0019821669768065654,0
"['Question: we are looking to extend the workflow task definition to include a human readable description, for visualisation of the workflow process. Would this validation fail if unknown properties are present? In the example below we add the `description` property, which is not part of the current schema.\\r\\n\\r\\nFor example:\\r\\n\\r\\n```\\r\\n tasks: [\\r\\n\xa0 \xa0 \xa0 \xa0 {\\r\\n\xa0 \xa0 \xa0 \xa0 \xa0 \xa0 name: ""calculate_feasibility"",\\r\\n\xa0 \xa0 \xa0 \xa0 \xa0 \xa0 taskReferenceName: ""calculate_feasibility"",\\r\\n\xa0 \xa0 \xa0 \xa0 \xa0 \xa0 description: ""Something human readable goes here, and this is not in the current Netflix schema"",\\r\\n\xa0 \xa0 \xa0 \xa0 \xa0 \xa0 type: ""SIMPLE"",\\r\\n\xa0 \xa0 \xa0 \xa0 \xa0 \xa0 inputParameters: {\\r\\n\xa0 \xa0 \xa0 \xa0 \xa0 \xa0 \xa0 \xa0 appId: ""${workflow.input.appId}""\\r\\n\xa0 \xa0 \xa0 \xa0 \xa0 \xa0 }\\r\\n\xa0 \xa0 \xa0 \xa0 }\\r\\n]\\r\\n```\\r\\n\\r\\n']",0.0021479007697088152,0.9972175399376974,0,0,0.0003033637431510741,0.0002298138326642101,0
[],0,0,0,0,0,0,0
['Would this catch https://github.com/Netflix/conductor/issues/879? Input parameters with spaces in them.'],0.0006272207537190465,0.006046981845065098,0,0.9869842738088095,0,0.00610329798881157,0
"[""> Would this catch #879? Input parameters with spaces in them.\\r\\n\\r\\nDon't cover this case. Will add it in this PR.""]",2.4442772231487256e-05,0.9998676256222612,0,0,0,9.631639542665902e-05,0
['Thanks for the PR @davidwadden we tested it and it seems to work. @cyzhao / @davidwadden do we have plans to merge this ? Will be happy to help out if there is additional work required here.'],0.9993654426167479,0.0003261109164353247,0,0,0,0.00011302144256965277,0
"[""@haoch This is a great start, but seems out of place. I'm not sure if this PR helps create new Workflow from UI. If so, that's great. But ideally, the flow should be a Create task and workflow button in Metadata section of UI, and a form with all the options, which on submit would register a Workflow definition. If this is not what you've intended to do, can you please describe you plan? Also, I'm closing this for now as it has been a while. Please feel let me know if you're still working on this, and I'd be glad to reopen.""]",0.06908970819771845,0.8240368163783309,0,0,0.026920128521921816,0.07818623264992856,0
"['@kishorebanala as we are using conductor and needs the function for daily operations, could you add a similar feature?']",0.19023833465387513,0.8094630195369867,0,7.322658645515154e-05,0,0.00015452711119970833,0
"['hello @cyzhao @apanicker-nflx, apart from the specific implementation of the status listener that we needed to develop here, is it possible to review the possible fixes for some issues I found and added in this pull request?']",0.9842325072359956,0.0156555467479573,2.9591718978956898e-05,4.217929909712104e-05,0,0,0
"['Hello @Ismaley and @cyzhao,\\r\\nAny news about this feature? Is it still under review?']",0.5055057832167558,0.0589307472449349,0.4340958398992412,0.0007766575797762402,0,0,0
"['Hello @cyzhao, and @apanicker-nflx. We are using conductor in our company as orchestration engine and we needed support to elasticsearch 6. As discussed in the issue #889, i adapted the es5 module to support es6, and removed es5 support. Could you please review this pull request ?']",0.015228615839805937,0.9844806162747857,0,0.00010191585868117106,0,9.729324457606763e-05,0
"[""@apanicker-nflx thank you for the quick reply. As discussed in the issue #889 and said by @ahai1980, i thought that only ES6 would be supported in new versions of conductor. If that's not the case, i will rollback ES5 module and do what you suggested. But i have some questions: by standalone ES6 module did you mean a module that is only pluggable at build time? Because in early versions of conductor it was setup on load of application and I don't know how to properly do that. The ES6 client is not compatible with ES5 and I can't have both ES5 and ES6 clients jars in the classpath. Any suggestions ?""]",0.0057537377032874934,0.9940402110213309,0,0,2.045780675320158e-05,0.0001606944214318137,0
"['> Hey @srabenhorst , this is great. But, it would break backwards compatibility for users already using `registerTaskDef`. Instead, this method can be marked deprecated, and another `updateTaskDef` method can be added, with comments asking the users to use `updateTaskDef` hereon.\\r\\n\\r\\nIs it better like this? I hope I deprecated it properly.\\r\\n']",0.3905221848189363,0.4113980095542286,0,0,0.09864836701207388,0.09765169147469475,0
['Looks like this is related to this issue #573 \\r\\n\\r\\nWe are using conductor in our company as orchestration engine and we were considering building something exactly like @X-Ultra did here (many thanks!) to do some simple stuff during workflow execution. What do you guys think of this? @apanicker-nflx @cyzhao @kishorebanala'],0.027407636501079902,0.36120941206970425,0,0,0.6110113462595896,0,0
"['> @huangyiminghappy Thanks for resubmitting the PR. Can you fix the code coverage errors please.\\r\\n\\r\\nthank you review. @kishorebanala i can not found the\xa0 parametersUtils test case, do not know add the case in which test class,could i add a new test class to cover the uncoverd code?can you help me where i can add the test method?']",0.038377700661770334,0.9612413662472684,0,0,0,0.00027706317754581326,0
['@apanicker-nflx Can you review the PR again?'],0.934912319524791,0.0645370113740047,0,0,0,0.00021216569677759298,0
['@mstier-nflx and @hunterford I have resolved the conflicts. Could you take a look? Thanks.'],5.184728916012932e-06,0.00011727194546578201,0,0,0,0,0
['I am not seeing a lazy-debug-legacy@0.0.3 in the npm repository.\xa0 Where did you find that version?'],0,0,0,5.849327228518702e-07,0,0,0
"[""I tried other ways, but this seem to be the ideal way the solution works. How about calling it as a COMMAND task if you don't want it to be called it as EVENT_WAIT?""]",1.6013508558825225e-06,7.407993041079161e-06,0,0,0,0.9999837140256179,0
"[""> I used the existing implementations of EventQueueProvider and ObservableQueue to add the support for AMQP queues.\\r\\n> I've used the version 3.7.13 of RabbitMQ server.\\r\\n> Are you interested ?\\r\\n> Thanks for all the work you do and you done on Conductor :)\\r\\n\\r\\n@mekahell Can you consider exchange and routing key for publishing instead of using a queue name? I would consider the format for sink as amqp:exchange_name:routing_key, but for consumption it would be a queue name in the format exchange_name:queue_name""]",0.18564060604303406,0.7596912866502776,0,0.0015712301993262507,0,0.05294925907237744,0
[],0,0,0,0,0,0,0
['Can you please point me to the specification/documentation for this format to specify queue and exchange?\\r\\nAlso the URI path definition from your format needs a defined queue name. When you deal with exchange and routing key for publishing then you may not care about the queue name and infact you would never bind the code or configuration to a specific queue.'],0.00016249164059662502,0.9971396597904983,6.036156479682364e-05,0.0025765319235377497,0,0,0
"['@jkaipa I\'ve made some changes according to your review. There are 2 types of URI scheme for AMQP queues : - **amqp-queue** for queue - **amqp-exchange** for exchange. You can append parameters to the URI to set the following properties:- ""exchangeType"" : type of exchange topic, fanout, direct,...- ""routingKey"" : the routing key- ""deliveryMode"" : the delivery mode of message to publish- ""durable"" : is queue durable ? true by default- ""exclusive"" : is queue exclusive? false by default- ""autoDelete"" : is auto delete enabled ? false by default- ""maxPriority"" : Enable the priority feature on queue and set the max priority For more details about the query parameters please see the Enum class com.netflix.conductor.contribs.queue.amqp.AMQQueryParameters and the unit tests.']",4.997413431944895e-05,7.207575011969847e-06,0,0,0,1.7252060022894946e-05,0
"['> @jkaipa I\'ve made some changes according to your review.\\r\\n> There are 2 types of URI scheme for AMQP queues :\\r\\n> \\r\\n> * **amqp-queue** for queue\\r\\n> * **amqp-exchange** for exchange\\r\\n> \\r\\n> You can append parameters to the URI to set the following properties:\\r\\n> \\r\\n> * ""exchangeType"" : type of exchange topic, fanout, direct,...\\r\\n> * ""routingKey"" : the routing key\\r\\n> * ""deliveryMode"" : the delivery mode of message to publish\\r\\n> * ""durable"" : is queue durable ? true by default\\r\\n> * ""exclusive"" : is queue exclusive? false by default\\r\\n> * ""autoDelete"" : is auto delete enabled ? false by default\\r\\n> * ""maxPriority"" : Enable the priority feature on queue and set the max priority\\r\\n> \\r\\n> For more details about the query parameters please see the Enum class com.netflix.conductor.contribs.queue.amqp.AMQQueryParameters and the unit tests.\\r\\n\\r\\nThe next point is about the consumption. Is there a reason to go with basic get vs basic consume? how about doing a basic consume like below? (I didn\'t add additional params such as prefetchCount etc., for now). Conductor would be running much faster with its task execution. If the messages are getting into rabbit success or failure queue at faster rate, basicConsume might deliver better performance.\\r\\n\\r\\n```\\r\\n\\r\\n @VisibleForTesting\\r\\n public void receiveMessages() {\\r\\n try {\\r\\n DeliverCallback deliverCallback = (consumerTag, delivery) -> {\\r\\n Message message = new Message()']",0.01242124830348966,0.03514947840337009,0,0.001046600067009788,0,0.9512856019643992,0
['@apanicker-nflx any news here?'],0.994215987184239,0.004613795231673793,0.0005554108765555588,0.0004528715621252672,0,0,0
"['Hey @mekahell, we had to revert this PR as the build have been failing with couple of tests. Do you mind taking a look? https://travis-ci.org/Netflix/conductor/builds/568130006']",0.14616499392122725,0.7181934408459208,0.05302638283215804,0,0.07197852272148317,0,0
"[""@apanicker-nflx Thanks for the feedback! ... I'll make the changes soon. For the first point of removing the refactoring for`StartWorkflowParameters`. I do agree it doesn't belong here, but honestly, I wasn't able to proceed with the change without doing this refactoring. There were about 10 functions named `startWorkflow` that rely on parameters overloading, each has >5 parameters. It won't be really easy to undo this refactoring now. Does this sound like a good reason for keeping this refactoring in the same merger request?""]",0.010413622231102215,0.9548470637459614,0,0,0.023154449821725768,0.011217666245862203,0
['@mohelsaka Can you please provide an update on this PR? Thanks'],0.880261937104514,0.009817811921775221,0.08613919023234688,0,0,0.01918589318389965,0
"['@apanicker-nflx In which version, this ""Support of Priority"" will be available?']",0,0,0.001031135455437144,0.2201329493340224,0,0,0
[],0,0,0,0,0,0,0
['@apanicker-nflx Could you have a look when you have time?'],0,0,8.698229202232836e-05,9.239691198045926e-05,0,0,0
['@andrea11 Thanks for the contribution. The PR looks good as a whole. Can you please also add an integration test to the `test-harness` module in the `AbstractWorkflowServiceTest` class?'],0.008945335998592263,0.990979708147032,0,2.9191470427772612e-05,0,0,0
[],0,0,0,0,0,0,0
[],0,0,0,0,0,0,0
"[""@kishorebanala and @apanicker-nflx, thanks for reviewing this PR. @kishorebanala, I liked your idea! Just to make sure, are you suggesting something like it was done with the elasticsearch modules, whether you can opt which one you're going to install based on the configuration or to port the implementations to the contribs module and leave just the interfaces on the core and server modules? I'll add the documentation once I get the changes done.""]",0.9689996124886158,0.007737342473619927,0,0,0.00017065083321969653,0.0228782294418364,0
[],0,0,0,0,0,0,0
"['Hello @Ismaley, may you update this PR to resolve conflicts?']",0.8199261366804483,0.16511351036481056,0,0.0046981615798965355,0,0.006877492195180464,0
"['@Ismaley Hello, do you have any news on this feature?']",0.86079780459663,0.054385266402111915,0.07511474509525756,0,0,0.004320333416322657,0
"[""@andrea11 just updating here, I'm close to finish the changes, right now I'm trying to write an integration test case for this feature. Plus, I tried to run conductor on my machine to test this feature and I created a simple workflow with a http task, turns out that the task remains scheduled forever and the workflow never completes. Last version of conductor I tested was 2.11, did anything changed regarding creating workflow or task definitions? Thoughts, @kishorebanala? Tested it both with embedded and external dynomite.""]",0.9924724916763558,0.006677948161963579,0.00037211634396274476,0,0,0.00017527243905311618,0
"['@Ismaley Not related to the way tasks are executed. Do you by any change have system tasks workers disabled? Or, do you see any errors in your logs when polling for system tasks? [SystemTaskWorkerCoordinator](https://github.com/Netflix/conductor/blob/master/core/src/main/java/com/netflix/conductor/core/execution/tasks/SystemTaskWorkerCoordinator.java) is the entry point that polls and executed system tasks.']",0.7586977896355522,0.1789788386432524,0,0.059696869329528876,0,0.0016758898517413652,0
"['Hi @Ismaley, \\r\\nSorry I was busy recently. I read that you would like to improve the documentation later. But maybe it could be useful even for reviewer to better understand how this functionality works ðŸ˜„ \\r\\nAnyway, thanks a lot for your efforts to complete this PR. Could you try to fix your commit with the comments provided by @apanicker-nflx ?\\r\\n\\r\\n\\r\\n']",0.23953100818756426,0.760426894582529,7.690451988777848e-06,0,1.09137401320252e-05,0,0
"[""> I do not see a version 0.0.3 in NPM. where are you getting this version?\\r\\n\\r\\n@mstier-nflx so I think what's going on here is that if you go here directly to the url, you get the download you want:\\r\\nhttps://registry.npmjs.org/lazy-debug/-/lazy-debug-0.0.3.tgz\\r\\n\\r\\nBut really, I think that's the code from `lazy-debug`, not `lazy-debug-legacy`. \\r\\n\\r\\nThis this fixes the build for right now, so I think we should get this merged in so that people are not blocked from building/using Conductor. \\r\\n\\r\\nIt seems like some larger investigation should go into why we are even depending on this package really, or at least investigate upgrading `debug-fabulous`, which is what depends on this.""]",0.00018774009970037273,5.270301428436066e-06,0,0.5892068727008284,0,0,0
"['> I see that we have taken an approach in which we have defined the task that DO_WHILE needs to loop over before the actual DO_WHILE task which is similar to a JOIN construct.\\r\\n> \\r\\n> Can you please help me understand why this was chosen over a FORK like semantics in which the loop tasks could have been defined inside the task?\\r\\n> \\r\\n> I believe defining the do-while like fork would make more sense because loop-body should be inside the loop def.\\r\\n> \\r\\n> Thoughts?\\r\\n\\r\\nHi, I tried returning loopOver tasks in getMappedTask for do while task but the issue is in second time iteration. how we are going to iterate again. Also as far as this PR is concern my worry is I am calling scheduleTask from execute method, that two are different concern. Also if we are making do while like fork then we also need a way to handle input output for each loopOver task. Let me try once again.']",0.005238474232778987,0.8670296017941154,0,0,0.06807376379797349,0.05872065148298147,0
"['Hello,\\r\\nNice feature ðŸ˜„ Could you please provide more info on how this task should be used? (maybe updating the documentation)']",0.00010767598275680481,0.9998746577259993,0,0,0,1.1836767274942236e-05,0
[],0,0,0,0,0,0,0
"['Hello @manan164,\\r\\nany news on this PR? I was also thinking, that it could be useful to have a parameter to set a delay between loop. What do you think?']",0.0004912951945148675,0.9994888009068031,0,0,0,1.2956914164274467e-05,0
['Hi @apanicker-nflx\xa0 Any update on this thread?'],0.5939590924026553,0.025202570139566866,0.3642938342628814,0.011562791102824706,0,0,0
"['Hi, @apanicker-nflx Please let me know the updates on this. Should I write more documentation on how to use this?']",0.7166636183519354,0.16480040565681425,0.11664609001757018,0,0,0.0007203216569150369,0
"['Hello @kishorebanala @apanicker-nflx, do you plan to review this PR soon?']",0.9987534035476998,0.00097833080372877,4.217862423373446e-05,0,0,0,0
"['> Hello @kishorebanala @apanicker-nflx, do you plan to review this PR soon?\\r\\n\\r\\nHi, @andrea11\\r\\n Did you find the documentation useful? Are you using this?']",0.6506284090320765,0.34040833387112096,0.008453235597144936,0.0003213894276118932,0,0,0
"['Hi @manan164, I did not use this task, but I am very interested in it. I looked at the documentation and it seems clear :) \\r\\nIs there any limitation to the tasks that can be used inside this task?']",0.42869155699877787,0.2929126902108814,0,0.012293647665122935,0.25751229820484606,0,0
[],0,0.08609734536684634,0,0,0,0,0
"['Thanks @manan164 for PR.\\r\\n\\r\\n@apanicker-nflx Could you please share in which version, you are planning to release this change?']",0.46999115669387226,0.005104044573118593,0.1343261205931553,0.3885187297157364,0,0,0
['Do we need integration test with happy and sad cases?'],0,0.9998747769110656,0,0,0,2.4448321370587237e-05,0
['@apanicker-nflx\xa0 I have updated the PR with the changes as per PR comments. Can you pls take another look?'],0.8946457760490641,0.09414275297713298,0.005967216548997865,0,0,0.004653011195688087,0
['@kishorebanala @apanicker-nflx Can you please review this pull request?'],0.9999386567915716,2.6198589094558208e-05,0,0,0,9.044642178891307e-06,0
['@kishorebanala I will raise another PR for ES 5 eventually. Stumped right now. Could you please merge the current one?'],0.9960318390408357,0.0016024108540736964,0.002015962762350311,0.00015198678221667222,0,0,0
"['Hey @bharadwajrembar, are you still planning to work on this feature? We still feel this would be an important addition to ES modules.']",0.9508407022384644,0.005105764926002914,0.00044459580141046023,0,0.04351669158018778,0,0
[],0,0,0,0,0,0,0
"[""Thanks for submitting this!\\r\\n\\r\\n> Existing users with imports on conductor/* will still need to install the source code to the $GOPATH, but until they migrate their imports, they won't be able to update to using the go modules feature.\\r\\n\\r\\nCan you expand on this? I _think_ I get you, but I'd like to make sure.\\r\\n\\r\\nAlso, how does this PR affect the instructions provided in the [README](https://github.com/Netflix/conductor/blob/master/client/go/README.md)?""]",0.00941609330383378,0.9807362851824399,0,0.0010783394148241598,0,0.008554549776210294,0
"['> Can you expand on this? I _think_ I get you, but I\'d like to make sure.Absolutely - if a user of this library has already run the `install.sh` script, and has the following in their own code:```goimport""conductor""...conductorClient:=conductor.NewConductorHttpClient(""http://localhost:8080"")```When they upgrade to this new version of the library, they need to revise this import to:```goimport ""github.com/netflix/conductor/client/go""```Additionally, if they are not using go modules, the source code will need to be moved to `$GOPATH/github.com/netflix/conductor/client/go`> Also, how does this PR affect the instructions provided in the [README](https://github.com/Netflix/conductor/blob/master/client/go/README.md)? Ah, good point.  These instructions would need revision; should I add this to the PR?']",0.004733448369134873,0.08735809268867821,0.008125674815498063,0,0,0.8953592854538278,0
"[""@jvemugunta @mashurex Could y'all take a look at this? Or if you are no longer able to contribute, can you at least respond here so that we're aware if you're looking at this? Thanks.""]",0.9999766811478886,9.944036830216511e-06,0,0,0,0,0
"[""@apanicker-nflx @s50600822 I reviewed this and everything is working against MySQL 5.7 as well as the tests passing. One other thought, if we're breaking the migration hash chain for this, couldn't we just change the V1 migration to include this column (as well as the V2 changes)? It would seem cleaner going forward.""]",0.007132320797308739,0.9920554609939922,0,0,0.00021126949752704304,0.0004315865017399382,0
['I having this issue with latest released jar : https://repo1.maven.org/maven2/com/netflix/conductor/conductor-server/2.22.2/\\r\\n\\r\\nIs there any work-around?\\r\\n'],0.003063183635820313,0.16543797960315024,0,0.00010465220908772836,0.8311087884495516,0,0
['Can this fix get merged?'],0.00024229004897770182,0.999433545895738,0,0,0,0.00024531928298134406,0
"[""@apanicker-nflx Would you mind merging this PR if that's fine by you?""]",0.9971343329849499,0.002582013908129405,0,5.466390163144414e-05,0,0,0
"['Hi @s50600822. There are some failing tests in `mysql-persistence` because the thrown exception of `withTransaction()` has changed from `ApplicationException` to `RuntimeException`. As far as I understand, some code can be broken because of that as there are a couple of `catch (ApplicationException e)` in the codebase.\\r\\n\\r\\nA quick fix that I see here is to update the method `retryOnException()` to re-throw the original exception depending on the configuration (or even to create a new method). what do you think?']",4.729665863130456e-06,1.4951920362856293e-07,0,0,0,0,0
['@ggrekhov what about the test itself ? I think if it perform insert twice and end up getting an Exception does it need to be ApplicationException?'],0.05401471335467097,0.945844533826124,0,2.5554886682839974e-05,0,2.5165891303109074e-05,0
[],0,0,0,0,0,0,0
['Are you going to merge it anytime soon?'],0.004186161812782977,0.9917636461649816,0.00036584127261853267,0,0,0.00317849170917267,0
['ping?'],0.06675005217861409,0.4926087946119677,0,0.4393604641412611,0,0,0
['@goldibex Are you available to continue working on this PR?'],0.9998291323495401,7.593122967649943e-05,0,0,0,0,0
"['Hey @choubisat, Are you still considering working on this feature?']",0.9916805130782619,0,0,0.00020116039159060947,0.006629196988453804,0.0010834238727008448,0
"['Hey guys, this system task will help simplify our workflows very much. Are you considering continuing to develop it? (@choubisat , @kishorebanala , @apanicker-nflx )\\r\\n\\r\\nBy the way, suggesting to limit this to strings only (which in the worst case can be serialized/deserialized to/from JSON) and the max length can be set in the config with default of 512 characters.']",0.996844497496194,0.0031364678523805294,0,0,0,0,0
"['@elisherer Since @choubisat does not seem to be active any longer, would you want to take up and continue this development? Please let us know, if you have a few cycles to spare for this.']",0.9987503154069504,1.1378829391259819e-05,0,0,0.0012125499986534154,0,0
"['Hello @apanicker-nflx, Could you kindly please review this change? Thanks!']",0.9399268480215393,0.05964720429615657,0,0,0,0.00021474591916597962,0
"['Hi @apanicker-nflx, what we can do here is have all indexing workflow operations should be sync. Also, we should minimize the number of indexing workflow calls. I think we have discussed this in other [thread](https://github.com/Netflix/conductor/issues/1243#issuecomment-522809341) But still, I feel the same problem will be there with the task also. \\r\\nCan you please elaborate on how you are trying to solve this by ScheduledThreadPoolExecutor. By using that we only ensure that tasks will be scheduled after a particular interval. Here what we lack is ordering guarantee. \\r\\nhow we are trying to solve this is, publish all index operations to Kafka which will give ordering guarantee. And consume from Kafka. I have raised a sample [kafka-persistance](https://github.com/Netflix/conductor/pull/1337)\xa0 also. The only thing I want to know in that is how should we write consumers. Please go through that once. Again this is a niche optimisation and not all people will be interested for this. For those who are not interested we can use sync indexing only in case of a workflow. So basically I would say the flag you have used for this will separate out high throughput and low throughput scenario.\\r\\nViews?']",0.008662122448540676,0.8301471705450898,0,0,0.0012563419434740446,0.15971493644310417,0
"['Thanks for your suggestions and pointers.\\r\\n\\r\\n> what we can do here is have all indexing workflow operations should be sync. Also, we should minimize the number of indexing workflow calls. I think we have discussed this in other [thread](https://github.com/Netflix/conductor/issues/1243#issuecomment-522809341) But still, I feel the same problem will be there with the task also.\\r\\n\\r\\nIn-sync indexing would not be ideal since this keeps elasticsearch in the request path, but users can opt to do that if the throughputs in their use-case is quite low. This can be controlled via configuration. \\r\\n\\r\\n> Can you please elaborate on how you are trying to solve this by ScheduledThreadPoolExecutor. By using that we only ensure that tasks will be scheduled after a particular interval. Here what we lack is ordering guarantee.\\r\\n\\r\\nThis is correct, by delaying the update operation by a fixed interval. This does not guarantee ordering but greatly reduces the probability of this inconsistency.\\r\\n\\r\\n> how we are trying to solve this is, publish all index operations to Kafka which will give ordering guarantee. And consume from Kafka. I have raised a sample [kafka-persistance](https://github.com/Netflix/conductor/pull/1337) also. The only thing I want to know in that is how should we write consumers. Please go through that once. Again this is a niche optimisation and not all people will be interested for this. For those who are not interested we can use sync indexing only in case of a workflow. So basically I would say the flag you have used for this will separate out high throughput and low throughput scenario.\\r\\n> Views?\\r\\n\\r\\nWe will be reviewing the Kafka-persistence PR soon. Eventually, in the long term, we would also be looking to move to Kafka as an intermediate layer for indexing. \\r\\n\\r\\n> The only thing I want to know in that is how should we write consumers.\\r\\n\\r\\nHave you considered writing a Flink job to consume from the Kafka topic? This job could handle de-duping and merging before indexing the document to elasticsearch.\\r\\n']",0.0001414926196771362,0.9996176630394112,0,7.293682466836228e-06,0,0.00021732187684468074,0
[],0,0,0,0,0,0,0
"['Hey @ggrekhov, Are you still considering working on this feature?']",0.996270430784162,0.0001374387767521052,0,0,0.0026990376376724084,0.0005657060279136138,0
"[""Hi @kishorebanala. To be honest I didn't get why my solution is wrong.\\r\\n\\r\\n@mashurex, you say: `this is going to lead to data consistency issues and (probably) the same task being handled twice`. I'm looking at the code now and I cannot notice a way how a message can be handled twice when actually it can be popped only by 1 worker. What consistency issues do you mean?\\r\\n\\r\\nI admit that my implementation brings a bit new behavior of `pop()` - sometimes it can return less messages than a client asks for. I'm not sure how critical it is for the whole design - you know it much better than me. But it seems not critical to me - with my knowledge of the system I couldn't notice any bad impact of it, and I see the positive impact of the change in general as the messages don't get stuck in the queue forever.\\r\\n\\r\\nBy the way, this PR has been deployed in our production instance for several months already - we didn't experience any inconsistency issues in our workflows.""]",0.00032221549407526545,0.00010465241839235586,0,0,0.9995011844998384,5.060900667403285e-05,0
"[""@apanicker-nflx @kishorebanala @ggrekhov @mashurex Could y'all follow up with @ggrekhov 's comment? It looks like the Postgres one was approved and merged: https://github.com/Netflix/conductor/pull/1741 I'm not sure what the difference would be between Postgres and Mysql implementation where one would be ok, but other not in this instance.""]",0.9902630560174982,0.00969594618400596,7.121394464223858e-06,2.2422536749481853e-05,0,0,0
"[""> @checkingchecks I'll look into this\\r\\n\\r\\nhi, any updates? so I initially created the same schema and tables via script to set it all up before running the server but when I ran the server it still prompts the flyway migration exception even though it has the similar tables and indexes before running.""]",0.0009684477751591525,0.9988650707199379,0,0,0,0.00011015710322048099,0
"[""> @checkingchecks While flyaway has an option for baselineOnMigrate, conductor does not. I created a branch that adds this configuration option to conductor. To test this, create a new build from my branch:\\r\\n> \\r\\n> ```\\r\\n> git clone -b baseline-on-migrate https://github.com/mactaggart/conductor.git\\r\\n> cd conductor\\r\\n> ./gradlew build -x test\\r\\n> ```\\r\\n> \\r\\n> In your conductor config, set:\\r\\n> \\r\\n> `baseline.on.migrate=true`\\r\\n> \\r\\n> If this works in your environment, I can submit a PR. Hope this helps.\\r\\n\\r\\nThanks. Pls bear with me as i'm new to this. I'm running `java -jar <server>.jar <server>.properties`. When applying `baseline.on.migrate` on the properties file, it seems the change is not reflected. I think it's because this change you committed is only applicable to the UI not the server and my properties file is accessing the fields available to the server. Am I doing things correctly?""]",0.00024808726467569583,0.999364370498076,0,0.00017524299575666166,0,0.00015858386307488536,0
